query	a question, especially one addressed to an official or organization	a spokeswoman said queries could not be answered until Monday	many people queried whether any harm had been done	“Why not?” he queried	he queried the medical database	when these officers were queried, they felt unhappy	question, inquiry, doubt, uncertainty, question, question mark, reservation, suspicion, ask, inquire, question, question, call in question, call into question, doubt, entertain doubts about, raise doubts about, throw doubt on, express suspicions about, harbour suspicions about, have suspicions about, suspect, feel uneasy about, express reservations about, harbour reservations about, have reservations about, challenge, dispute, cast aspersions on, object to, raise objections to	[sound:query.mp3]	greenlight_basic rank_1
arbiter	a person who settles a dispute or has ultimate authority in a matter	the military acted as arbiter of conflicts between political groups	an arbiter of taste	 	 	 	judge, authority, determiner, controller, director, governor, master, expert, pundit, critic, judge, authority, determiner, controller, director, governor, master, expert, pundit, critic	[sound:arbiter.mp3]	manhattan rank_1
list	want; like	let them think what they list	I have little list to write	the ship was listing badly	consult the list of drugs on page 326	writing a shopping list	lean, lean over, tilt, tip, heel, heel over, careen, cant, pitch, toss, roll, incline, slant, slope, be at an angle, bank, keel over, catalogue, inventory, record, register, roll, file, index, directory, listing, listicle, checklist, tally, docket, ticket, enumeration, table, tabulation, record, register, make a list of, note down, write down, set down, enter, record, register, make a list of, note down, write down, set down, enter	[sound:list.mp3]	greenlight_advanced rank_1
chide	scold or rebuke	she chided him for not replying to her letters	“You mustn't speak like that,” she chided gently	 	 	 	scold, chastise, upbraid, berate, castigate, lambast, rebuke, reprimand, reproach, reprove, admonish, remonstrate with, lecture, criticize, censure	[sound:chide.mp3]	greenlight_advanced rank_1
resurgence	an increase or revival after a period of little activity, popularity, or occurrence	a resurgence of interest in religion	 	 	 	 	renewal, revival, recovery, rally, upturn, comeback, reinvigoration, reawakening, resurrection, reappearance, re-emergence, rejuvenation, regeneration, new birth, rebirth, renaissance, new dawn, new beginning	[sound:resurgence.mp3]	vince rank_1
partiality	unfair bias in favor of one thing or person compared with another; favoritism	an attack on the partiality of judges	she spoke openly, not concealing her partiality for him	 	 	 	bias, prejudice, favouritism, favour, partisanship, unfair preference, discrimination, unjustness, unfairness, inequity, liking, love, fondness, taste, weakness, soft spot, keenness, inclination, predilection, predisposition, proclivity, penchant, fancy, relish, passion	[sound:partiality.mp3]	vince rank_1
vocation	a strong feeling of suitability for a particular career or occupation	not all of us have a vocation to be nurses or doctors	her vocation as a poet	 	 	 	calling, life's work, mission, purpose, function, position, niche, job, post, position, situation, day job, occupation, profession, trade, livelihood, career, business, line, line of work, calling, vocation, craft, pursuit	[sound:vocation.mp3]	vince rank_1
reconnaissance	military observation of a region to locate an enemy or ascertain strategic features	an excellent aircraft for low-level reconnaissance	after a reconnaissance our forces took the island	reconnaissance missions	conducting client reconnaissance	 	preliminary survey, survey, exploration, observation, investigation, examination, inspection, probe, scrutiny, scan	[sound:reconnaissance.mp3]	greenlight_basic rank_1
recidivist	a convicted criminal who reoffends, especially repeatedly.	the third lowest recidivist rate in the country	research reveals that murderers are less likely to be recidivist than other criminals	the families of recidivist prisoners	 	 	non-practising, lacking faith, backsliding, recidivist, apostate	[sound:recidivist.mp3]	vince rank_1
encroaching	intrude on (a person's territory or a thing considered to be a right)	rather than encroach on his privacy she might have kept to her room	the sea has encroached all around the coast	 	 	 	intrude, trespass, impinge, butt in, barge in, cut in, obtrude, impose oneself	[sound:encroaching.mp3]	vince rank_1
empathetic	showing an ability to understand and share the feelings of another	she's compassionate and empathetic towards her daughter	I have been touched by the empathetic response to my bad luck	 	 	 		[sound:empathetic.mp3]	magoosh rank_1
itinerary	a planned route or journey	his itinerary included an official visit to Canada	we will send you an itinerary	 	 	 	planned route, route, journey, way, road, path, course	[sound:itinerary.mp3]	manhattan rank_1
enamor	be filled with a feeling of love for	it is not difficult to see why Edward is enamored of her	she was truly enamored of New York	 	 	 	in love with, infatuated with, besotted with, smitten with, love-struck by, captivated by, charmed by, enchanted by, fascinated by, bewitched by, beguiled by, enthralled by, entranced by, enraptured by, keen on, taken with, head over heels for, under the spell of, consumed with desire for, in love with, infatuated with, besotted with, smitten with, love-struck by, captivated by, charmed by, enchanted by, fascinated by, bewitched by, beguiled by, enthralled by, entranced by, enraptured by, keen on, taken with, head over heels for, under the spell of, consumed with desire for	[sound:enamor.mp3]	magoosh rank_1
sodden	saturated with liquid, especially water; soaked through	his clothes were sodden	a whiskey-sodden criminal	the rains have soddened the earth	 	 	soaking, soaking wet, soaked, soaked through, wet through, saturated, drenched, sopping, sopping wet, dripping, dripping wet, wringing, wringing wet, streaming, waterlogged, soggy, saturated, sopping, sopping wet, sprinkle, moisten, dampen, wet, spray, splash	[sound:sodden.mp3]	greenlight_advanced rank_1
progenitors	a person or thing from which a person, animal, or plant is descended or originates; an ancestor or parent	his sons and daughters were the progenitors of many of Scotland's leading noble families	the progenitor of modern jazz	 	 	 	ancestor, forefather, forebear, parent, originator, founder, instigator, source	[sound:progenitors.mp3]	vince rank_1
ruffian	a violent person, especially one involved in crime.	 	 	 	 	 	thug, roughneck, scoundrel, villain, rogue, rascal, lout, hooligan, hoodlum, vandal, delinquent, rowdy, bully boy, bully, brute	[sound:ruffian.mp3]	vince rank_1
indictment	a formal charge or accusation of a serious crime	an indictment for conspiracy	the indictment of twelve people who had imported cocaine	these rapidly escalating crime figures are an indictment of our society	 	 	charge, accusation, arraignment, citation, summons	[sound:indictment.mp3]	vince rank_1
circumvent	find a way around (an obstacle)	if you come to an obstruction in a road you can seek to circumvent it	I found it quite easy to circumvent security	it was always possible to circumvent the regulations	he's circumvented her with some of his stories	 	avoid, get round, find a way round, evade, get past, bypass, sidestep, dodge, avoid, get round, find a way round, evade, get past, bypass, sidestep, dodge, avoid, get round, find a way round, evade, get past, bypass, sidestep, dodge	[sound:circumvent.mp3]	magoosh rank_1
homage	special honor or respect shown publicly	they paid homage to the local boy who became president	a masterly work written in homage to Beethoven	a man doing homage to his personal lord	 	 	respect, recognition, admiration, esteem, adulation, acclaim, acclamation, commendation, honour, reverence, worship, honour, acclaim, applaud, praise, commend, extol, salute, celebrate, commemorate, glorify, laud, magnify, pay tribute to, sing the praises of, give recognition to, speak highly of, take one's hat off to	[sound:homage.mp3]	manhattan rank_1
furor	an outbreak of public anger or excitement	the article raised a furor among mathematicians	it was little thought that they would excite such a furor among stamp collectors	 	 	 	commotion, uproar, outcry, disturbance, hubbub, hurly-burly, fuss, upset, tumult, brouhaha, palaver, to-do, pother, turmoil, tempest, agitation, pandemonium, confusion	[sound:furor.mp3]	vince rank_1
detrimental	tending to cause harm	moving her could have a detrimental effect on her health	releasing the documents would be detrimental to national security	 	 	 	harmful, damaging, injurious, hurtful, inimical, deleterious, dangerous, destructive, ruinous, calamitous, disastrous, pernicious, environmentally unfriendly, ill, bad, evil, baleful, malign, corrupting, malignant, adverse, undesirable, prejudicial, unfavourable, unfortunate, counterproductive	[sound:detrimental.mp3]	magoosh rank_1
allege	claim or assert that someone has done something illegal or wrong, typically without proof that this is the case	he alleged that he had been assaulted	he is alleged to have assaulted five men	the offenses are alleged to have been committed outside the woman's home	the first artifact ever alleged to be from Earhart's aircraft	 	claim, assert, declare, state, proclaim, maintain, advance, contend, argue, affirm, aver, avow, attest, testify, swear, certify, give evidence, bear witness, charge, accuse, suggest, imply, hint, insinuate, indicate, intimate, impute, plead, pretend, profess	[sound:allege.mp3]	greenlight_basic rank_1
scorn	the feeling or belief that someone or something is worthless or despicable; contempt	I do not wish to become the object of scorn	a general scorn for human life	a scandal and a scorn to all who look on thee	I met with scoffs, I met with scorns	I was routinely ridiculed and scorned by conservatives and liberals alike	contempt, derision, contemptuousness, disdain, derisiveness, scornfulness, mockery, sneering, scoffing, insult, sneer, jibe, cut, cutting remark, shaft, affront, slap in the face, slight, rebuff, brickbat, slur, scoff, jeer, taunt, deride, be contemptuous about, hold in contempt, treat with contempt, heap scorn on, pour scorn on, be scornful about, look down on, look down one's nose at, disdain, curl one's lip at, mock, scoff at, sneer at, sniff at, jeer at, laugh at, laugh out of court, spurn, rebuff, reject, ignore, shun, snub, refuse to, refrain from, not lower oneself to	[sound:scorn.mp3]	gregmat rank_1
